Timestamp,Cloud Size (px)
2025-03-24T00:28:26,16632.0
2025-03-24T00:28:26,16740.0
2025-03-24T00:28:26,16059.0
2025-03-24T00:28:26,16578.0
2025-03-24T00:28:26,16112.0
2025-03-24T00:28:26,14522.0
2025-03-24T00:28:26,16218.0
2025-03-24T00:28:26,16218.0
2025-03-24T00:28:26,14734.0
2025-03-24T00:28:26,16218.0
2025-03-24T00:28:26,15808.0
2025-03-24T00:28:26,16416.0
2025-03-24T00:28:26,15548.0
2025-03-24T00:28:26,16006.0
2025-03-24T00:28:26,15808.0
2025-03-24T00:28:26,16112.0
2025-03-24T00:28:26,16120.0
2025-03-24T00:28:26,15900.0
2025-03-24T00:28:26,16430.0
2025-03-24T00:28:26,16430.0
2025-03-24T00:28:26,16112.0
2025-03-24T00:28:26,16112.0
2025-03-24T00:28:27,16112.0
2025-03-24T00:28:27,16271.0
2025-03-24T00:28:27,15912.0
2025-03-24T00:28:27,9328.0
2025-03-24T00:28:27,16006.0
2025-03-24T00:28:27,15912.0
2025-03-24T00:28:27,16218.0
2025-03-24T00:28:27,16377.0
2025-03-24T00:28:27,15953.0
2025-03-24T00:28:27,16430.0
2025-03-24T00:28:27,16430.0
2025-03-24T00:28:27,16165.0
2025-03-24T00:28:27,16218.0
2025-03-24T00:28:27,16377.0
2025-03-24T00:28:27,16377.0
2025-03-24T00:28:27,16483.0
2025-03-24T00:28:27,16430.0
2025-03-24T00:28:27,16430.0
2025-03-24T00:28:27,16536.0
2025-03-24T00:28:27,16324.0
2025-03-24T00:28:27,16271.0
2025-03-24T00:28:27,16377.0
2025-03-24T00:28:27,15953.0
2025-03-24T00:28:27,16059.0
2025-03-24T00:28:27,16324.0
2025-03-24T00:28:27,16483.0
2025-03-24T00:28:27,16324.0
2025-03-24T00:28:27,16059.0
2025-03-24T00:28:27,16324.0
2025-03-24T00:28:27,16430.0
2025-03-24T00:28:28,15476.0
2025-03-24T00:28:28,16112.0
2025-03-24T00:28:28,16271.0
2025-03-24T00:28:28,16483.0
2025-03-24T00:28:28,16218.0
2025-03-24T00:28:28,15964.0
2025-03-24T00:28:28,16271.0
2025-03-24T00:28:28,16271.0
2025-03-24T00:28:28,16112.0
2025-03-24T00:28:28,16324.0
2025-03-24T00:28:28,16006.0
2025-03-24T00:28:28,16006.0
2025-03-24T00:28:28,16006.0
2025-03-24T00:28:28,15652.0
2025-03-24T00:28:28,16059.0
2025-03-24T00:28:28,15860.0
2025-03-24T00:28:28,15912.0
2025-03-24T00:28:28,15652.0
2025-03-24T00:28:28,16059.0
2025-03-24T00:28:28,15808.0
2025-03-24T00:28:28,16218.0
2025-03-24T00:28:28,15860.0
2025-03-24T00:28:28,15964.0
2025-03-24T00:28:28,15964.0
2025-03-24T00:28:28,15860.0
2025-03-24T00:28:28,15912.0
2025-03-24T00:28:28,16218.0
2025-03-24T00:28:28,16165.0
2025-03-24T00:28:28,15808.0
2025-03-24T00:28:28,15756.0
2025-03-24T00:28:29,15808.0
2025-03-24T00:28:29,16271.0
2025-03-24T00:28:29,15808.0
2025-03-24T00:28:29,16324.0
2025-03-24T00:28:29,16218.0
2025-03-24T00:28:29,16165.0
2025-03-24T00:28:29,16016.0
2025-03-24T00:28:29,15860.0
2025-03-24T00:28:29,15808.0
2025-03-24T00:28:29,16218.0
2025-03-24T00:28:29,16016.0
2025-03-24T00:28:29,16068.0
2025-03-24T00:28:29,16377.0
2025-03-24T00:28:29,15964.0
2025-03-24T00:28:29,15964.0
2025-03-24T00:28:29,15529.0
2025-03-24T00:28:29,15756.0
2025-03-24T00:28:29,16271.0
2025-03-24T00:28:29,16271.0
2025-03-24T00:28:29,15236.0
2025-03-24T00:28:29,16224.0
2025-03-24T00:28:29,15635.0
2025-03-24T00:28:29,16218.0
2025-03-24T00:28:29,16695.0
2025-03-24T00:28:29,16016.0
2025-03-24T00:28:29,16271.0
2025-03-24T00:28:29,16430.0
2025-03-24T00:28:29,16271.0
2025-03-24T00:28:29,16483.0
2025-03-24T00:28:29,16483.0
2025-03-24T00:28:30,16854.0
2025-03-24T00:28:30,16907.0
2025-03-24T00:28:30,16377.0
2025-03-24T00:28:30,15392.0
2025-03-24T00:28:30,8684.0
2025-03-24T00:28:30,16692.0
2025-03-24T00:28:30,15582.0
2025-03-24T00:28:30,15756.0
2025-03-24T00:28:30,8840.0
2025-03-24T00:28:30,16224.0
2025-03-24T00:28:30,15964.0
2025-03-24T00:28:30,15860.0
2025-03-24T00:28:30,16377.0
2025-03-24T00:28:30,15635.0
2025-03-24T00:28:30,15635.0
2025-03-24T00:28:30,16377.0
2025-03-24T00:28:30,15184.0
2025-03-24T00:28:30,16172.0
2025-03-24T00:28:30,15288.0
2025-03-24T00:28:30,15476.0
2025-03-24T00:28:30,15423.0
2025-03-24T00:28:30,15444.0
2025-03-24T00:28:30,16276.0
2025-03-24T00:28:30,16430.0
2025-03-24T00:28:30,16120.0
2025-03-24T00:28:30,16430.0
2025-03-24T00:28:30,16430.0
2025-03-24T00:28:30,16120.0
2025-03-24T00:28:30,16483.0
2025-03-24T00:28:30,16120.0
2025-03-24T00:28:31,16430.0
2025-03-24T00:28:31,16430.0
2025-03-24T00:28:31,16324.0
2025-03-24T00:28:31,16377.0
2025-03-24T00:28:31,16377.0
2025-03-24T00:28:31,16324.0
2025-03-24T00:28:31,16271.0
2025-03-24T00:28:31,16377.0
2025-03-24T00:28:31,16271.0
2025-03-24T00:28:31,16271.0
2025-03-24T00:28:31,16271.0
2025-03-24T00:28:31,16430.0
2025-03-24T00:28:31,16430.0
2025-03-24T00:28:31,16483.0
2025-03-24T00:28:31,16324.0
2025-03-24T00:28:31,16377.0
2025-03-24T00:28:31,16324.0
2025-03-24T00:28:31,16016.0
2025-03-24T00:28:31,16377.0
2025-03-24T00:28:31,16324.0
2025-03-24T00:28:31,16271.0
2025-03-24T00:28:31,16120.0
2025-03-24T00:28:31,16068.0
2025-03-24T00:28:31,16324.0
2025-03-24T00:28:31,16328.0
2025-03-24T00:28:31,16536.0
2025-03-24T00:28:31,16642.0
2025-03-24T00:28:31,16588.0
2025-03-24T00:28:31,16536.0
2025-03-24T00:28:31,16692.0
2025-03-24T00:28:32,16900.0
2025-03-24T00:28:32,17264.0
2025-03-24T00:28:32,16907.0
2025-03-24T00:28:32,16744.0
2025-03-24T00:28:32,17108.0
2025-03-24T00:28:32,17056.0
2025-03-24T00:28:32,17543.0
2025-03-24T00:28:32,17056.0
2025-03-24T00:28:32,17437.0
2025-03-24T00:28:32,17490.0
2025-03-24T00:28:32,17437.0
2025-03-24T00:28:32,17278.0
2025-03-24T00:28:32,17331.0
2025-03-24T00:28:32,17437.0
2025-03-24T00:28:32,16848.0
2025-03-24T00:28:32,17004.0
2025-03-24T00:28:32,17596.0
2025-03-24T00:28:32,17264.0
2025-03-24T00:28:32,17212.0
2025-03-24T00:28:32,17649.0
2025-03-24T00:28:32,17649.0
2025-03-24T00:28:32,17316.0
2025-03-24T00:28:32,17316.0
2025-03-24T00:28:32,17004.0
2025-03-24T00:28:32,17108.0
2025-03-24T00:28:32,17056.0
2025-03-24T00:28:32,17160.0
2025-03-24T00:28:32,17437.0
2025-03-24T00:28:32,17119.0
2025-03-24T00:28:32,17056.0
2025-03-24T00:28:33,17004.0
2025-03-24T00:28:33,17004.0
2025-03-24T00:28:33,17004.0
2025-03-24T00:28:33,16952.0
2025-03-24T00:28:33,17056.0
2025-03-24T00:28:33,17056.0
2025-03-24T00:28:33,16952.0
2025-03-24T00:28:33,16848.0
2025-03-24T00:28:33,16848.0
2025-03-24T00:28:33,16952.0
2025-03-24T00:28:33,16900.0
2025-03-24T00:28:33,17172.0
2025-03-24T00:28:33,17066.0
2025-03-24T00:28:33,17119.0
2025-03-24T00:28:33,16900.0
2025-03-24T00:28:33,16796.0
2025-03-24T00:28:33,16848.0
2025-03-24T00:28:33,16900.0
2025-03-24T00:28:33,17384.0
2025-03-24T00:28:33,17225.0
2025-03-24T00:28:33,17278.0
2025-03-24T00:28:33,16796.0
2025-03-24T00:28:33,16695.0
2025-03-24T00:28:33,17119.0
2025-03-24T00:28:33,17119.0
2025-03-24T00:28:33,16801.0
2025-03-24T00:28:33,16854.0
2025-03-24T00:28:33,16483.0
2025-03-24T00:28:33,17004.0
2025-03-24T00:28:33,17331.0
2025-03-24T00:28:34,17013.0
2025-03-24T00:28:34,16536.0
2025-03-24T00:28:34,16430.0
2025-03-24T00:28:34,16016.0
2025-03-24T00:28:34,16483.0
2025-03-24T00:28:34,16430.0
2025-03-24T00:28:34,9063.0
2025-03-24T00:28:34,16430.0
2025-03-24T00:28:34,16271.0
2025-03-24T00:28:34,16324.0
2025-03-24T00:28:34,16218.0
2025-03-24T00:28:34,16068.0
2025-03-24T00:28:34,15964.0
2025-03-24T00:28:34,16218.0
2025-03-24T00:28:34,15860.0
2025-03-24T00:28:34,16377.0
2025-03-24T00:28:34,16324.0
2025-03-24T00:28:34,16324.0
2025-03-24T00:28:34,16218.0
2025-03-24T00:28:34,16016.0
2025-03-24T00:28:34,16016.0
2025-03-24T00:28:34,16377.0
2025-03-24T00:28:34,15964.0
2025-03-24T00:28:34,16016.0
2025-03-24T00:28:34,15860.0
2025-03-24T00:28:34,16271.0
2025-03-24T00:28:34,16218.0
2025-03-24T00:28:34,16218.0
2025-03-24T00:28:34,16218.0
2025-03-24T00:28:34,16324.0
2025-03-24T00:28:35,16324.0
2025-03-24T00:28:35,16271.0
2025-03-24T00:28:35,16324.0
2025-03-24T00:28:35,16377.0
2025-03-24T00:28:35,16068.0
2025-03-24T00:28:35,16016.0
2025-03-24T00:28:35,16016.0
2025-03-24T00:28:35,16016.0
2025-03-24T00:28:35,16271.0
2025-03-24T00:28:35,16271.0
2025-03-24T00:28:35,9412.0
2025-03-24T00:28:35,15964.0
2025-03-24T00:28:35,15860.0
2025-03-24T00:28:35,16016.0
2025-03-24T00:28:35,16120.0
2025-03-24T00:28:35,16120.0
2025-03-24T00:28:35,16377.0
2025-03-24T00:28:35,15964.0
2025-03-24T00:28:35,16224.0
2025-03-24T00:28:35,16224.0
2025-03-24T00:28:35,16589.0
2025-03-24T00:28:35,16276.0
